Date : 2025-10-09 19:14:40
Directory : c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib
Total : 125 files,  1720 codes, 642 comments, 156 blanks, all 2518 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| src\features\auth\presentation                                                                                                           |          4 |        620 |         42 |         63 |        725 |
| src\features\auth\presentation\bloc                                                                                                      |          3 |         95 |          1 |         23 |        119 |
| src\features\auth\presentation\pages                                                                                                     |          1 |        525 |         41 |         40 |        606 |
| src\features\boss                                                                                                                        |          1 |        331 |         11 |         15 |        357 |
| src\features\boss\presentation                                                                                                           |          1 |        331 |         11 |         15 |        357 |
| src\features\boss\presentation\pages                                                                                                     |          1 |        331 |         11 |         15 |        357 |
| src\features\collector                                                                                                                   |          1 |        310 |          3 |         14 |        327 |
| src\features\collector\presentation                                                                                                      |          1 |        310 |          3 |         14 |        327 |
| src\features\collector\presentation\pages                                                                                                |          1 |        310 |          3 |         14 |        327 |
| src\features\forwarder                                                                                                                   |          1 |        186 |          2 |          9 |        197 |
| src\features\forwarder\presentation                                                                                                      |          1 |        186 |          2 |          9 |        197 |
| src\features\forwarder\presentation\pages                                                                                                |          1 |        186 |          2 |          9 |        197 |
| src\features\marketing                                                                                                                   |          6 |      1,549 |         27 |        109 |      1,685 |
| src\features\marketing\data                                                                                                              |          1 |        213 |          3 |         22 |        238 |
| src\features\marketing\data\models                                                                                                       |          1 |        213 |          3 |         22 |        238 |
| src\features\marketing\presentation                                                                                                      |          5 |      1,336 |         24 |         87 |      1,447 |
| src\features\marketing\presentation\pages                                                                                                |          3 |      1,152 |         15 |         80 |      1,247 |
| src\features\marketing\presentation\widgets                                                                                              |          2 |        184 |          9 |          7 |        200 |
| src\features\navbars                                                                                                                     |          2 |        215 |          7 |         25 |        247 |
| src\features\packer                                                                                                                      |          1 |        421 |          6 |         21 |        448 |
| src\features\packer\presentation                                                                                                         |          1 |        421 |          6 |         21 |        448 |
| src\features\packer\presentation\pages                                                                                                   |          1 |        421 |          6 |         21 |        448 |
| src\features\warehouse_manager                                                                                                           |          1 |        497 |          9 |         31 |        537 |
| src\features\warehouse_manager\presentation                                                                                              |          1 |        497 |          9 |         31 |        537 |
| src\features\warehouse_manager\presentation\pages                                                                                        |          1 |        497 |          9 |         31 |        537 |
| src\theme                                                                                                                                |          3 |        150 |         14 |         21 |        185 |
+------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                 | language | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\main.dart                                                                          | Dart     |         38 |          7 |         14 |         59 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\Utility\formatter.dart                                                         | Dart     |         63 |          2 |          7 |         72 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\database\database_helper.dart                                             | Dart     |        203 |         15 |         28 |        246 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\network\api_service.dart                                                  | Dart     |         55 |         57 |         12 |        124 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\network\server_service.dart                                               | Dart     |         39 |          1 |         11 |         51 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\router\app_router.dart                                                    | Dart     |         67 |          0 |          2 |         69 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\api_database_service.dart                                        | Dart     |      1,838 |        133 |        255 |      2,226 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\api_exceptions.dart                                              | Dart     |         37 |          1 |         12 |         50 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\data_sync_service.dart                                           | Dart     |        840 |         96 |        138 |      1,074 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\service_locator.dart                                             | Dart     |         67 |         63 |         10 |        140 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\shared_preferences_service.dart                                  | Dart     |        105 |         22 |         26 |        153 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\core\services\soap_api_service.dart                                            | Dart     |        897 |         38 |         95 |      1,030 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\business_region.dart                                | Dart     |         52 |          0 |          7 |         59 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\client_contract.dart                                | Dart     |        148 |          0 |          7 |        155 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\kpi_data.dart                                       | Dart     |        111 |          0 |          7 |        118 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\price_type.dart                                     | Dart     |         66 |          1 |          9 |         76 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_balance.dart                                | Dart     |        139 |          0 |          7 |        146 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_brand.dart                                  | Dart     |         46 |          0 |          7 |         53 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_data.dart                                   | Dart     |        146 |          0 |          7 |        153 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_price.dart                                  | Dart     |         84 |          1 |          9 |         94 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_series.dart                                 | Dart     |         52 |          0 |          7 |         59 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\product_with_price.dart                             | Dart     |        174 |          0 |          7 |        181 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\trading_point.dart                                  | Dart     |        178 |          0 |          7 |        185 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\models\user_warehouse.dart                                 | Dart     |         58 |          0 |          7 |         65 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\data\repositories\agent_repository.dart                         | Dart     |        242 |         30 |         28 |        300 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\domain\repositories\agent_repository.dart                       | Dart     |          2 |          3 |          1 |          6 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\agent_home_modern.dart                       | Dart     |      1,161 |         66 |         88 |      1,315 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\agent_home_page.dart                         | Dart     |        854 |         29 |         61 |        944 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\agent_page_backup.dart                       | Dart     |        802 |         18 |         45 |        865 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\akb_client_report_page.dart                  | Dart     |        157 |          1 |         13 |        171 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\contract_detail_page.dart                    | Dart     |        580 |          9 |         39 |        628 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\contracts_page.dart                          | Dart     |        856 |         22 |         58 |        936 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\generic_report_page.dart                     | Dart     |        159 |          2 |         10 |        171 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\main_report_page.dart                        | Dart     |        908 |         23 |        106 |      1,037 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\prices_page.dart                             | Dart     |      1,036 |         67 |         75 |      1,178 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\reports_page.dart                            | Dart     |        616 |        631 |         34 |      1,281 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\settings_page.dart                           | Dart     |      1,219 |         16 |         95 |      1,330 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\trading_points_page.dart                     | Dart     |      1,461 |        172 |        132 |      1,765 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\visits_report_page.dart                      | Dart     |        161 |          1 |         14 |        176 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\pages\warehouses_page.dart                         | Dart     |        477 |         11 |         31 |        519 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\data_sync_progress_widget.dart             | Dart     |        163 |          7 |         21 |        191 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\data\models\user_model.dart                                      | Dart     |         88 |          1 |          6 |         95 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\data\repositories\auth_repository_impl.dart                      | Dart     |         66 |          4 |         10 |         80 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\domain\entities\user_entity.dart                                 | Dart     |         25 |          0 |          3 |         28 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\domain\repositories\auth_repository.dart                         | Dart     |          7 |          1 |          2 |         10 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_bloc.dart                                 | Dart     |         49 |          1 |          7 |         57 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_event.dart                                | Dart     |         16 |          0 |          5 |         21 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_state.dart                                | Dart     |         30 |          0 |         11 |         41 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\pages\login_page.dart                               | Dart     |        525 |         41 |         40 |        606 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\boss\presentation\pages\boss_home_page.dart                           | Dart     |        331 |         11 |         15 |        357 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\collector\presentation\pages\collector_home_page.dart                 | Dart     |        310 |          3 |         14 |        327 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\forwarder\presentation\pages\forwarder_home_page.dart                 | Dart     |        186 |          2 |          9 |        197 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\data\models\promotion_model.dart                            | Dart     |        213 |          3 |         22 |        238 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\marketing_page.dart                      | Dart     |         71 |          1 |          6 |         78 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\promotion_detail_page.dart               | Dart     |        792 |         13 |         40 |        845 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\promotions_page.dart                     | Dart     |        289 |          1 |         34 |        324 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\widgets\promotion_card.dart                    | Dart     |        115 |          3 |          4 |        122 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\widgets\promotion_card_shimmer.dart            | Dart     |         69 |          6 |          3 |         78 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\navbars\agent_bottom_nav_bar.dart                                     | Dart     |         41 |          0 |          3 |         44 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\navbars\fluid_nav_bar.dart                                            | Dart     |        174 |          7 |         22 |        203 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\packer\presentation\pages\packer_home_page.dart                       | Dart     |        421 |          6 |         21 |        448 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\warehouse_manager\presentation\pages\warehouse_manager_home_page.dart | Dart     |        497 |          9 |         31 |        537 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_controller.dart                                                    | Dart     |         38 |          9 |         10 |         57 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_schemes.dart                                                       | Dart     |         10 |          1 |          6 |         17 |
| c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_toggle.dart                                                        | Dart     |        102 |          4 |          5 |        111 |
| d:\programming\github\clone-gg-app\lib\main.dart                                                                                         | Dart     |        -38 |         -7 |        -14 |        -59 |
| d:\programming\github\clone-gg-app\lib\src\Utility\formatter.dart                                                                        | Dart     |        -63 |         -2 |         -7 |        -72 |
| d:\programming\github\clone-gg-app\lib\src\core\database\database_helper.dart                                                            | Dart     |       -203 |        -15 |        -28 |       -246 |
| d:\programming\github\clone-gg-app\lib\src\core\network\api_service.dart                                                                 | Dart     |        -55 |        -57 |        -12 |       -124 |
| d:\programming\github\clone-gg-app\lib\src\core\network\server_service.dart                                                              | Dart     |        -39 |         -1 |        -11 |        -51 |
| d:\programming\github\clone-gg-app\lib\src\core\router\app_router.dart                                                                   | Dart     |        -59 |          0 |         -2 |        -61 |
| d:\programming\github\clone-gg-app\lib\src\core\services\api_database_service.dart                                                       | Dart     |     -1,838 |       -133 |       -255 |     -2,226 |
| d:\programming\github\clone-gg-app\lib\src\core\services\api_exceptions.dart                                                             | Dart     |        -37 |         -1 |        -12 |        -50 |
| d:\programming\github\clone-gg-app\lib\src\core\services\data_sync_service.dart                                                          | Dart     |       -840 |        -96 |       -138 |     -1,074 |
| d:\programming\github\clone-gg-app\lib\src\core\services\service_locator.dart                                                            | Dart     |        -67 |        -63 |        -10 |       -140 |
| d:\programming\github\clone-gg-app\lib\src\core\services\shared_preferences_service.dart                                                 | Dart     |       -105 |        -22 |        -26 |       -153 |
| d:\programming\github\clone-gg-app\lib\src\core\services\soap_api_service.dart                                                           | Dart     |       -897 |        -38 |        -95 |     -1,030 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\business_region.dart                                               | Dart     |        -52 |          0 |         -7 |        -59 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\client_contract.dart                                               | Dart     |       -148 |          0 |         -7 |       -155 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\kpi_data.dart                                                      | Dart     |       -111 |          0 |         -7 |       -118 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\price_type.dart                                                    | Dart     |        -66 |         -1 |         -9 |        -76 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_balance.dart                                               | Dart     |       -139 |          0 |         -7 |       -146 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_brand.dart                                                 | Dart     |        -46 |          0 |         -7 |        -53 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_data.dart                                                  | Dart     |       -146 |          0 |         -7 |       -153 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_price.dart                                                 | Dart     |        -84 |         -1 |         -9 |        -94 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_series.dart                                                | Dart     |        -52 |          0 |         -7 |        -59 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\product_with_price.dart                                            | Dart     |       -174 |          0 |         -7 |       -181 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\trading_point.dart                                                 | Dart     |       -178 |          0 |         -7 |       -185 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\models\user_warehouse.dart                                                | Dart     |        -58 |          0 |         -7 |        -65 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\data\repositories\agent_repository.dart                                        | Dart     |       -242 |        -30 |        -28 |       -300 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\domain\repositories\agent_repository.dart                                      | Dart     |         -2 |         -3 |         -1 |         -6 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\agent_home_modern.dart                                      | Dart     |       -944 |        -62 |        -67 |     -1,073 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\agent_home_page.dart                                        | Dart     |       -878 |        -32 |        -62 |       -972 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\agent_page_backup.dart                                      | Dart     |       -802 |        -18 |        -45 |       -865 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\contract_detail_page.dart                                   | Dart     |       -580 |         -9 |        -39 |       -628 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\contracts_page.dart                                         | Dart     |       -856 |        -22 |        -58 |       -936 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\prices_page.dart                                            | Dart     |     -1,036 |        -67 |        -75 |     -1,178 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\settings_page.dart                                          | Dart     |     -1,219 |        -16 |        -95 |     -1,330 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\trading_points_page.dart                                    | Dart     |     -1,485 |       -173 |       -132 |     -1,790 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\trading_points_page_backup.dart                             | Dart     |       -499 |        -16 |        -44 |       -559 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\pages\warehouses_page.dart                                        | Dart     |       -477 |        -11 |        -31 |       -519 |
| d:\programming\github\clone-gg-app\lib\src\features\agent\presentation\widgets\data_sync_progress_widget.dart                            | Dart     |       -163 |         -7 |        -21 |       -191 |
